Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
3e1ee84f-dea2-4b73-a63b-0bb4f54da193,2023-12-31 06:55:59,Running,,4.21,23:38,5:37,10.68,340.0,22,,"","",2023-12-31-065559.gpx
bfb0c5eb-6835-43e6-8614-ace0d9a067c8,2023-12-30 05:48:54,Running,,4.00,22:49,5:42,10.52,341.0,64,,"","",2023-12-30-054854.gpx
1472a4c7-584a-4ebf-aea0-085f0cd87795,2023-12-28 16:53:50,Walking,,1.68,14:36,8:42,6.90,129.0,15,,"","",2023-12-28-165350.gpx
b02bdd2f-ae01-4089-81ea-04b28d45b01f,2023-12-28 16:24:27,Running,,5.04,26:37,5:17,11.36,434.0,96,,"","",2023-12-28-162427.gpx
0f28b1b5-7365-443c-aa0c-b6f70dad8b46,2023-12-28 11:58:16,Running,,0.81,4:38,5:44,10.47,71.0,16,,"","",2023-12-28-115816.gpx
c56e9d10-1825-4ea5-a4e0-47e1c79c941a,2023-12-27 10:42:22,Running,,5.00,20:56,4:11,14.34,426.0,92,,"","",2023-12-27-104222.gpx
492278dd-f334-40d0-b46f-08daf3606407,2023-12-27 10:30:14,Running,,0.92,5:36,6:05,9.86,87.0,36,,"","",2023-12-27-103014.gpx
4cf28b51-603d-4abe-b6ee-4d60a371bed3,2023-12-26 16:12:01,Walking,,1.88,17:06,9:06,6.60,145.0,17,,"","",2023-12-26-161201.gpx
c291b9b1-c480-4ad8-8176-ba2d1d6eb2d6,2023-12-26 11:46:26,Running,,5.00,25:41,5:08,11.67,428.0,95,,"","",2023-12-26-114626.gpx
878974d0-3db9-4268-89f8-a532c49d05dd,2023-12-25 11:21:45,Running,,3.94,21:45,5:31,10.87,337.0,70,,"","",2023-12-25-112145.gpx
e720f94b-258f-438e-8c30-c89d7f4467af,2023-12-25 10:14:28,Walking,,3.08,24:44,8:02,7.46,244.0,34,,"","",2023-12-25-101428.gpx
2d22f907-f0e3-4fc8-bd7e-af237d85c0c2,2023-12-24 07:14:42,Running,,8.01,44:35,5:34,10.78,678.0,113,,"","",2023-12-24-071442.gpx
87c22fb5-914b-434e-9c9b-144ab4d8175d,2023-12-23 10:35:08,Running,,5.12,24:47,4:50,12.40,440.0,99,,"","",2023-12-23-103508.gpx
e1858d5f-49bb-4ea1-9f4e-ef640a3d57ab,2023-12-22 09:26:25,Running,,4.31,22:49,5:17,11.35,369.0,70,,"","",2023-12-22-092625.gpx
42707a3d-39df-45ac-80f4-bb10fae88fe4,2023-12-21 14:10:35,Walking,,2.14,18:52,8:50,6.80,154.0,19,,"","",2023-12-21-141035.gpx
bfabb1ac-1628-4945-9411-8ec5c5d241f6,2023-12-21 09:06:11,Running,,5.06,27:46,5:29,10.93,437.0,97,,"","",2023-12-21-090611.gpx
2b676d42-ee1b-4581-9466-70624e564e6a,2023-12-20 16:10:04,Walking,,2.04,16:52,8:17,7.25,160.0,18,,"","",2023-12-20-161004.gpx
98ff046d-62da-4f27-b9cc-9211f64da593,2023-12-20 10:40:47,Running,,5.11,26:15,5:08,11.69,441.0,96,,"","",2023-12-20-104047.gpx
b4c1373b-3495-4fad-91ed-b1e08f0ed035,2023-12-19 10:58:16,Walking,,2.23,13:54,6:14,9.64,143.0,14,,"","",2023-12-19-105816.gpx
591df5b0-1433-4ff3-b3cc-5effdf23114a,2023-12-19 08:17:48,Running,,4.72,28:19,6:00,9.99,402.0,71,,"","",2023-12-19-081748.gpx
cca17172-dc0f-4a41-a039-a56673c322a4,2023-12-18 11:51:46,Running,,5.09,27:18,5:22,11.20,438.0,97,,"","",2023-12-18-115146.gpx
f4fa8107-0538-46ee-83c4-ad606d4a8ac0,2023-12-17 10:22:33,Running,,4.03,56:13,13:57,4.30,332.0,252,,"","",2023-12-17-102233.gpx
e1eba2da-7006-4969-839a-a6772d811369,2023-12-16 10:00:57,Running,,5.23,29:22,5:37,10.69,459.0,113,,"","",2023-12-16-100057.gpx
47ec75a5-e8db-455d-9fb0-2eeca5f02509,2023-12-15 11:58:40,Walking,,1.68,13:40,8:09,7.37,130.0,16,,"","",2023-12-15-115840.gpx
6dccefd8-d7e8-496b-a646-a99820b0d283,2023-12-15 11:26:44,Running,,5.04,27:22,5:26,11.06,433.0,95,,"","",2023-12-15-112644.gpx
4a9b8d1b-851b-4356-80e0-a262669cacb8,2023-12-14 17:23:25,Walking,,1.52,19:18,12:40,4.74,100.0,17,,"","",2023-12-14-172325.gpx
61458f59-7dcf-48b4-82ee-3daacd486877,2023-12-14 11:50:17,Running,,5.03,26:41,5:18,11.31,434.0,96,,"","",2023-12-14-115017.gpx
44088859-b76a-4435-9d20-caa11d9bcec9,2023-12-13 11:17:44,Running,,5.30,27:36,5:12,11.53,460.0,103,,"","",2023-12-13-111744.gpx
ac9fdb4a-0f62-4e36-a1ba-0cf339bf87e1,2023-12-12 16:38:08,Walking,,2.04,17:26,8:33,7.01,159.0,18,,"","",2023-12-12-163808.gpx
679e2368-7b43-4a75-a436-5141471cada2,2023-12-12 08:17:15,Running,,4.90,30:14,6:10,9.72,407.0,72,,"","",2023-12-12-081715.gpx
231f6809-b8e2-4e8e-b7fb-47381756aeb6,2023-12-11 14:41:56,Walking,,2.08,17:10,8:16,7.25,161.0,18,,"","",2023-12-11-144156.gpx
945f910b-a012-41de-bafd-eb66647d93d7,2023-12-11 11:23:54,Running,,5.30,27:08,5:07,11.71,465.0,123,,"","",2023-12-11-112354.gpx
13837f84-6117-4b10-ad0e-0a35a567b102,2023-12-10 07:36:21,Running,,10.31,55:58,5:26,11.05,876.0,157,,"","",2023-12-10-073621.gpx
dba7704f-a745-4d3a-8bd0-3c25fddba6eb,2023-12-09 08:29:11,Running,,5.79,33:48,5:50,10.28,520.0,161,,"","",2023-12-09-082911.gpx
570925db-7d99-4a3d-906a-fb112bef73f7,2023-12-08 09:36:50,Cycling,,13.55,50:40,3:44,16.05,371.0,283,,"","",2023-12-08-093650.gpx
0e6eca5c-0324-4009-9f95-d22570d55ea9,2023-12-07 15:38:45,Walking,,1.10,10:36,9:39,6.22,82.0,11,,"","",2023-12-07-153845.gpx
e6df52ae-3ce3-470c-8398-5721294d055b,2023-12-06 16:03:45,Walking,,1.74,14:02,8:03,7.45,137.0,17,,"","",2023-12-06-160345.gpx
8b5bace1-c7bf-4585-8e9f-f3730ee453db,2023-12-06 11:53:03,Running,,4.00,22:31,5:38,10.67,341.0,70,,"","",2023-12-06-115303.gpx
c0da9509-5d9b-4705-9055-b5d7d6f12280,2023-12-05 11:59:09,Walking,,2.04,16:29,8:04,7.44,162.0,19,,"","",2023-12-05-115909.gpx
cfdeceac-30a0-40d3-b51b-bf3f94a9f0af,2023-12-05 08:06:28,Running,,4.98,27:45,5:34,10.77,424.0,75,,"","",2023-12-05-080628.gpx
077f8bb7-88a0-4996-bce2-bca016087d3d,2023-12-04 15:11:23,Walking,,2.02,17:29,8:38,6.95,158.0,18,,"","",2023-12-04-151123.gpx
fb99b495-821a-4b91-ace6-b56f72f57923,2023-12-04 11:44:52,Running,,5.20,26:26,5:05,11.81,449.0,101,,"","",2023-12-04-114452.gpx
3931a3e1-2bd7-480c-a3d1-f7705729ac49,2023-12-03 10:00:06,Running,,5.02,27:10,5:25,11.09,433.0,95,,"","",2023-12-03-100006.gpx
f036bc8c-c060-4811-b1f9-6f6740312f6d,2023-12-02 10:46:04,Running,,1.35,7:00,5:12,11.54,108.0,6,,"","",2023-12-02-104604.gpx
35781a7b-0976-4740-8f29-8e34cb049f9b,2023-12-02 09:33:29,Running,,4.67,25:20,5:25,11.06,397.0,100,,"","",2023-12-02-093329.gpx
1b26759a-29e7-4e53-b8bc-acb3d03af2d2,2023-12-02 09:16:04,Running,,1.32,8:03,6:05,9.86,127.0,62,,"","",2023-12-02-091604.gpx
adf4a99d-a796-4c45-9bc5-df1d1543c73a,2023-12-01 07:37:40,Running,,5.10,27:40,5:25,11.07,439.0,95,,"","",2023-12-01-073740.gpx
6f07246e-0de2-44ae-a5bc-45216b20bd76,2023-11-30 14:47:51,Walking,,1.87,15:50,8:28,7.09,150.0,17,,"","",2023-11-30-144751.gpx
58bd769e-899c-4525-8a9f-455693cb7e16,2023-11-30 07:03:45,Running,,6.36,33:21,5:15,11.45,550.0,127,,"","",2023-11-30-070345.gpx
d96fb706-d532-4d38-b4b9-aedf96616faa,2023-11-29 07:29:43,Running,,4.10,22:56,5:36,10.72,351.0,73,,"","",2023-11-29-072943.gpx
76747084-3428-48ad-bb7e-94ff17e3fc4c,2023-11-28 08:21:57,Running,,7.93,43:04,5:26,11.05,670.0,112,,"","",2023-11-28-082157.gpx
7f4050af-7918-4493-a46e-f7b11b8d698a,2023-11-27 16:59:28,Running,,3.78,20:37,5:27,11.00,313.0,56,,"","",2023-11-27-165928.gpx
0dbaa6e5-ad06-4c0a-84bf-e238450ca491,2023-11-26 08:31:12,Running,,6.45,36:12,5:37,10.70,551.0,105,,"","",2023-11-26-083112.gpx
9974c385-7630-47f1-8556-baa24c47029c,2023-11-26 07:20:45,Running,,5.29,29:22,5:33,10.82,473.0,146,,"","",2023-11-26-072045.gpx
27a371be-6ddc-4ffd-9021-de96c2d48f41,2023-11-25 09:28:43,Running,,5.04,26:07,5:11,11.59,437.0,99,,"","",2023-11-25-092843.gpx
05c169b1-e29a-4ab3-929a-01a7ec803830,2023-11-24 12:06:19,Running,,5.04,27:08,5:23,11.14,435.0,96,,"","",2023-11-24-120619.gpx
f85e327f-87f9-4ce4-ba8d-2d795c3f4b5d,2023-11-23 16:42:50,Running,,5.04,28:12,5:36,10.72,434.0,96,,"","",2023-11-23-164250.gpx
161b748a-09d2-455f-aec9-f452828a302a,2023-11-22 07:32:39,Running,,4.88,30:03,6:10,9.74,404.0,44,,"","",2023-11-22-073239.gpx
1be00c6f-cd77-4331-9e6c-06c965d31fff,2023-11-21 07:04:33,Running,,5.22,30:09,5:47,10.39,426.0,35,,"","",2023-11-21-070433.gpx
24ab9aa8-4e15-4725-ad91-2f90a21bdf2c,2023-11-20 10:18:46,Walking,,5.81,1:33:28,16:06,3.73,371.0,99,,"","",2023-11-20-101846.gpx
d8dd5a44-a796-4c1b-acc1-8bb61421d795,2023-11-19 10:06:24,Walking,,6.10,1:46:31,17:27,3.44,402.0,111,,"","",2023-11-19-100624.gpx
fdb20cc3-e7da-42b7-9b73-f0cfe6dd85f9,2023-11-18 17:32:19,Running,,4.04,20:59,5:12,11.55,335.0,39,,"","",2023-11-18-173219.gpx
c1fe79f7-5946-4541-8b34-2f936809a1a4,2023-11-16 08:17:12,Running,,6.01,38:07,6:20,9.46,513.0,94,,"","",2023-11-16-081712.gpx
d269b958-77a3-4d05-81e8-d81891808b06,2023-11-15 16:18:17,Running,,5.04,27:57,5:33,10.82,434.0,98,,"","",2023-11-15-161817.gpx
cc18c1ad-3caa-4969-be90-99e8dbaf708a,2023-11-14 17:35:13,Walking,,1.71,19:04,11:10,5.37,128.0,16,,"","",2023-11-14-173513.gpx
77828f05-0366-47e5-86dd-da9134380559,2023-11-14 16:06:33,Running,,5.12,27:51,5:26,11.03,442.0,100,,"","",2023-11-14-160633.gpx
febab02b-ed98-4bc9-b4e7-b2f327d76755,2023-11-12 19:26:45,Running,,13.66,1:00:51,4:27,13.47,1172.0,297,,"","",2023-11-12-192645.gpx
37c49f9e-463e-4ff3-b022-4c4e76cfeb32,2023-11-12 09:14:54,Walking,,2.07,14:42,7:07,8.43,168.0,18,,"","",2023-11-12-091454.gpx
8ee07c9a-09ad-498c-99fb-a8e1d2ccf783,2023-11-11 16:30:12,Walking,,1.99,19:31,9:49,6.11,149.0,17,,"","",2023-11-11-163012.gpx
ff25403c-ba3e-4055-9665-d590808df7dc,2023-11-11 09:25:28,Running,,3.85,22:12,5:46,10.40,336.0,80,,"","",2023-11-11-092528.gpx
4d56adca-67d7-43bb-a75c-ff34e4292c19,2023-11-11 09:11:26,Running,,1.28,8:04,6:18,9.52,122.0,61,,"","",2023-11-11-091126.gpx
d513ff8f-bc79-45d8-9ea7-3a782c627acd,2023-11-10 13:50:53,Running,,4.00,22:48,5:42,10.54,342.0,71,,"","",2023-11-10-135053.gpx
dbc8d8f3-c66d-44d0-bec7-d68138de922d,2023-11-09 08:15:47,Running,,6.00,35:36,5:56,10.12,513.0,93,,"","",2023-11-09-081547.gpx
0e4ecb2f-9227-4b44-98ce-0a6887bbc501,2023-11-08 15:51:55,Walking,,1.70,13:48,8:06,7.40,134.0,14,,"","",2023-11-08-155155.gpx
f767952f-7167-46e7-a54e-928c999e539a,2023-11-08 14:58:42,Running,,5.03,26:26,5:15,11.41,434.0,96,,"","",2023-11-08-145842.gpx
297290cc-a2fd-4ae3-a84d-b15bec409d04,2023-11-07 14:16:00,Running,,5.07,27:00,5:19,11.27,439.0,97,,"","",2023-11-07-141600.gpx
aaa11c13-5c05-46cd-9add-86bd785ed6f3,2023-11-05 06:30:24,Running,,22.03,2:59:34,8:09,7.36,1954.0,1054,,"","",2023-11-05-063024.gpx
285ae79c-14c4-4cac-aefd-67c047744b1e,2023-11-04 09:29:05,Running,,3.44,19:32,5:40,10.58,304.0,84,,"","",2023-11-04-092905.gpx
ff367b10-51c5-4466-84be-e0ff1cba53e9,2023-11-03 15:10:56,Walking,,2.01,15:35,7:45,7.75,161.0,17,,"","",2023-11-03-151056.gpx
bc21f07c-6f63-4d49-9592-64b3781375a6,2023-11-03 12:29:32,Running,,5.04,25:09,4:59,12.03,434.0,94,,"","",2023-11-03-122932.gpx
726ef421-9077-49ef-a83b-3b94260d8913,2023-11-02 17:35:55,Running,,3.11,16:57,5:27,11.00,266.0,53,,"","",2023-11-02-173555.gpx
94604514-77e3-4f57-8aea-3bfbbf1209c6,2023-11-01 08:27:20,Running,,4.97,27:19,5:30,10.92,430.0,97,,"","",2023-11-01-082720.gpx
942d6649-31cf-4f62-8135-e9426aa8080a,2023-10-31 11:50:19,Walking,,1.70,13:36,8:01,7.49,136.0,16,,"","",2023-10-31-115019.gpx
91ecfaa7-b0ea-484b-b9cc-31c4a72a2269,2023-10-31 08:14:13,Running,,7.93,43:01,5:25,11.07,670.0,112,,"","",2023-10-31-081413.gpx
8e00e4dd-7bf7-4138-9689-c9bacac462e5,2023-10-30 12:17:06,Walking,,1.65,13:29,8:10,7.35,131.0,15,,"","",2023-10-30-121706.gpx
2f56b70c-b996-45ae-a536-e07cad62b7f1,2023-10-30 11:18:11,Running,,5.08,26:56,5:18,11.32,437.0,96,,"","",2023-10-30-111811.gpx
9f4362d7-7910-43a6-afb1-4e0d43cf014d,2023-10-29 08:29:53,Running,,10.33,1:05:07,6:18,9.51,854.0,124,,"","",2023-10-29-082953.gpx
47c20b35-1dbd-475f-a13d-85f47de57c0a,2023-10-29 07:34:38,Cycling,,13.06,33:26,2:34,23.43,296.0,169,,"","",2023-10-29-073438.gpx
666c2408-9c2f-45a9-a9ee-2e925675a15c,2023-10-28 09:44:00,Running,,2.00,8:11,4:06,14.63,169.0,35,,"","",2023-10-28-094400.gpx
12c4a0a5-5f4d-48ed-a5dd-b9a4dc4c0c81,2023-10-28 09:22:15,Running,,3.55,18:40,5:15,11.42,312.0,79,,"","",2023-10-28-092215.gpx
2e3bae81-5a11-4fe4-a814-de09dd14f127,2023-10-28 09:06:05,Running,,1.16,7:10,6:11,9.71,112.0,52,,"","",2023-10-28-090605.gpx
7a799492-e420-4927-b3b0-ec1547b0c1d6,2023-10-27 11:54:49,Running,,5.10,26:46,5:15,11.43,439.0,97,,"","",2023-10-27-115449.gpx
a0fcb98b-149a-4fbd-92fa-84aec7317739,2023-10-26 11:51:28,Walking,,1.53,10:43,7:00,8.58,125.0,24,,"","",2023-10-26-115128.gpx
33be7d6e-df8b-44cb-ba28-2e0a5c213c0c,2023-10-26 08:19:34,Running,,7.15,39:46,5:34,10.78,607.0,108,,"","",2023-10-26-081934.gpx
6eef81e1-026f-429e-8a09-12c64a98ad0a,2023-10-25 11:39:40,Walking,,2.11,15:35,7:23,8.12,172.0,18,,"","",2023-10-25-113940.gpx
cda2d4cc-59e7-4a05-aa5f-670e4a44bfb5,2023-10-25 08:09:19,Running,,6.07,32:31,5:21,11.20,526.0,120,,"","",2023-10-25-080919.gpx
dae4776a-541b-4c7c-b9b7-20aae500ceac,2023-10-24 17:17:55,Running,,3.44,17:33,5:06,11.75,293.0,61,,"","",2023-10-24-171755.gpx
0ce95759-b045-4c3f-843b-1a0d146b4543,2023-10-23 14:45:00,Running,,5.05,26:27,5:14,11.46,434.0,93,,"","",2023-10-23-144500.gpx
5678eadc-136d-4f27-8cd2-fa6079b117a6,2023-10-22 10:53:50,Running,,5.02,27:45,5:31,10.86,433.0,94,,"","",2023-10-22-105350.gpx
33cccddd-a25a-4546-aeea-c6ec8928df53,2023-10-21 09:09:35,Running,,5.30,29:31,5:34,10.78,470.0,138,,"","",2023-10-21-090935.gpx
2877c4a7-3725-4485-9c31-180630c9df17,2023-10-20 12:18:39,Running,,5.05,26:56,5:20,11.24,434.0,94,,"","",2023-10-20-121839.gpx
f6dec457-bdf3-402d-878a-cf35b13c7292,2023-10-19 12:01:06,Walking,,1.96,16:14,8:18,7.23,153.0,17,,"","",2023-10-19-120106.gpx
2be84619-f4a0-4465-bf62-46ad62a2598c,2023-10-19 08:21:34,Running,,6.15,35:51,5:49,10.30,525.0,95,,"","",2023-10-19-082134.gpx
d31df774-41cc-4f6a-8e9b-551f88237272,2023-10-18 17:42:42,Running,,3.11,17:22,5:35,10.76,266.0,54,,"","",2023-10-18-174242.gpx
0252bb73-fd0c-46d7-a2df-cec48440dbd2,2023-10-17 11:51:37,Running,,3.19,17:07,5:22,11.20,274.0,55,,"","",2023-10-17-115137.gpx
d7bb1d51-eaf4-46f0-992e-877293212288,2023-10-17 11:31:43,Walking,,1.68,14:52,8:51,6.78,133.0,15,,"","",2023-10-17-113143.gpx
95a6f9e3-ba10-434e-a561-ccb36058f320,2023-10-15 06:04:26,Running,,21.55,1:36:07,4:28,13.45,1839.0,395,,"","",2023-10-15-060426.gpx
3301cb93-a786-4bef-917a-d732a7b96202,2023-10-14 09:05:54,Running,,2.42,13:42,5:39,10.61,222.0,79,,"","",2023-10-14-090554.gpx
7820f4b8-e218-4d8d-b374-91513374563a,2023-10-13 10:34:22,Running,,5.01,26:26,5:16,11.38,432.0,96,,"","",2023-10-13-103422.gpx
d30f6546-6da2-4783-acef-79d4c60685b0,2023-10-12 11:06:03,Walking,,1.97,14:04,7:09,8.38,156.0,16,,"","",2023-10-12-110603.gpx
a1aa0f5e-f93a-4bba-8a12-5f2a2ea7d9b7,2023-10-12 07:38:53,Running,,9.89,54:28,5:31,10.89,837.0,140,,"","",2023-10-12-073853.gpx
0836030d-2db8-43d7-acac-686a3fe49658,2023-10-11 16:57:30,Walking,,1.73,12:50,7:26,8.08,135.0,16,,"","",2023-10-11-165730.gpx
8123ae91-80f6-49cb-948c-ffb103cf0e11,2023-10-11 15:52:40,Running,,5.16,26:37,5:10,11.63,444.0,98,,"","",2023-10-11-155240.gpx
8788866d-4a15-4ea4-977c-306a98ff42d5,2023-10-10 14:15:18,Walking,,1.74,15:00,8:38,6.95,130.0,15,,"","",2023-10-10-141518.gpx
275fe02b-1991-4bbe-8041-6359aa354fd8,2023-10-10 11:23:37,Running,,5.01,26:40,5:19,11.27,432.0,94,,"","",2023-10-10-112337.gpx
af4631b4-7e14-4219-b6e7-efca2b760689,2023-10-09 16:43:23,Walking,,1.97,17:10,8:42,6.90,150.0,17,,"","",2023-10-09-164323.gpx
ce40a143-2652-4018-a043-ff99aa44cdb8,2023-10-09 15:26:03,Running,,5.04,26:20,5:13,11.49,433.0,93,,"","",2023-10-09-152603.gpx
de846cb0-d8f4-48d5-9769-108e08538a5d,2023-10-08 11:52:42,Running,,5.00,27:35,5:31,10.88,432.0,97,,"","",2023-10-08-115242.gpx
e06ffc4d-fcb9-45d5-a7e8-4cbaef44fc2c,2023-10-08 10:11:59,Walking,,1.71,14:07,8:16,7.26,131.0,16,,"","",2023-10-08-101159.gpx
cc41f14c-bd5c-448e-bae7-975ae9d11e23,2023-10-07 09:24:11,Running,,1.55,8:13,5:18,11.34,127.0,16,,"","",2023-10-07-092411.gpx
707bce02-06ad-4059-893f-bcc2e6074204,2023-10-06 15:18:56,Running,,5.04,26:16,5:13,11.52,436.0,97,,"","",2023-10-06-151856.gpx
d258e118-be27-4f80-b843-4a3ca4940ac2,2023-10-06 14:58:38,Walking,,1.98,16:08,8:09,7.37,158.0,17,,"","",2023-10-06-145838.gpx
a620d8c5-af8b-43d3-9d90-bff964582ff4,2023-10-05 07:43:06,Running,,12.11,1:06:50,5:31,10.88,1029.0,182,,"","",2023-10-05-074306.gpx
d8906278-46f2-44db-b156-97f906a21255,2023-10-04 15:40:54,Walking,,1.95,15:07,7:45,7.75,158.0,18,,"","",2023-10-04-154054.gpx
04d46e7e-4059-47f3-9ad4-8c0cc443b19f,2023-10-04 15:19:21,Running,,4.02,19:44,4:54,12.23,342.0,65,,"","",2023-10-04-151921.gpx
20e6248a-52e5-4ae5-ab52-194c2311685b,2023-10-03 11:41:33,Walking,,1.18,10:17,8:41,6.90,95.0,9,,"","",2023-10-03-114133.gpx
b56b0908-3a9b-47eb-9618-a08a784c7696,2023-10-03 08:11:29,Running,,8.98,47:50,5:20,11.26,780.0,183,,"","",2023-10-03-081129.gpx
098fac51-d191-4f43-b01c-cad76c7cfe88,2023-10-02 15:43:20,Walking,,1.94,14:54,7:40,7.82,157.0,17,,"","",2023-10-02-154320.gpx
